City,State,Region,Country,Post Code,Title,Creator,Owner,Value,Currency,Weighted value,Currency of Weighted value,Probability,Organization,Pipeline,Contact person,Stage,Deal created,Update time,Last stage change,Next activity date,Last activity date,Won time,Last email received,Last email sent,Lost time,Deal closed on,Expected close date,Status,Lost reason,Visible to,ID,Total activities,Done activities,Activities to do,Email messages count,Label,Product quantity,Product amount
New Britain,Connecticut,Hartford County,United States,06050,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-17 02:32:36,2021-04-30 12:46:12,2021-02-18 05:30:24,2021-05-11,2021-04-27,,,2021-04-27 03:57:24,,,,Open,,entire company,9973,3,1,2,0,,,
Greenport,New York,Suffolk County,United States,11944,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-17 02:10:56,2021-04-30 12:46:12,2021-02-17 03:28:21,,2021-04-13,,,2021-02-18 03:07:32,2021-04-15 16:36:28,2021-04-15 16:36:28,,Lost,Unresponsive,entire company,9972,3,1,2,0,,,
FALLING WTRS,West Virginia,Berkeley County,United States,25419,,Salesperson 5,Salesperson 5,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-17 01:10:34,2021-05-06 22:20:48,2021-02-17 01:52:55,,2021-05-07,,,2021-02-18 03:51:39,2021-05-06 22:20:48,2021-05-06 22:20:48,,Lost,Unresponsive,entire company,9971,3,3,0,3,,,
Fort Myers,Florida,Lee County,United States,33907,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-17 00:25:32,2021-04-30 12:46:12,2021-02-17 01:02:03,2021-08-03,2021-02-17,,,,,,,Open,,entire company,9970,3,1,2,0,,,
Wethersfield,Connecticut,Hartford County,United States,06109,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2021-02-16 23:58:04,2021-04-30 12:46:12,2021-02-18 00:05:17,2021-06-24,2021-04-29,,,,,,,Open,,entire company,9969,3,3,0,1,,,
Modena,New York,Ulster County,United States,12548,,Salesperson 5,Salesperson 5,10000,USD,3000,USD,30,,Sales,,Discussion,2021-02-16 23:01:30,2021-05-20 10:05:31,2021-02-18 01:02:56,2021-06-24,2021-03-24,,2021-03-29 13:21:28,2021-03-29 22:29:34,,,,Open,,entire company,9968,4,3,1,2,,,
Wanaque,New Jersey,Passaic County,United States,07465,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-16 22:55:36,2021-04-30 12:46:12,2021-02-16 23:55:41,,2021-02-19,,,2021-02-17 21:03:01,2021-03-19 04:16:36,2021-03-19 04:16:36,,Lost,Unresponsive,entire company,9967,2,1,1,1,,,
Fort Pierce,Florida,St. Lucie County,United States,34951,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-16 21:24:19,2021-04-14 03:49:50,2021-04-14 03:49:50,2021-07-14,2021-04-14,,,2021-02-16 22:26:53,,,,Open,,entire company,9966,3,1,2,0,,,
Beaver Falls,Pennsylvania,Beaver County,United States,15010,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-16 21:24:16,2021-03-31 21:20:55,2021-02-16 20:17:26,,2021-03-30,,,,2021-03-31 21:20:55,2021-03-31 21:20:55,,Lost,Unresponsive,entire company,9965,3,1,2,1,,,
Lavallette,New Jersey,Ocean County,United States,08735,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2021-02-16 21:16:05,2021-03-29 23:00:53,2021-02-16 22:53:56,2021-06-22,2021-03-30,,,2021-02-16 22:53:42,,,,Open,,entire company,9964,3,3,0,0,,,
Medford,Oregon,Jackson County,United States,97501,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-16 21:10:01,2021-04-30 12:46:12,2021-02-17 02:20:33,,2021-03-16,,,2021-02-17 02:26:56,2021-03-18 02:28:29,2021-03-18 02:28:29,,Lost,Unresponsive,entire company,9963,4,2,2,1,,,
Indian River Shores,Florida,Indian River County,United States,32963,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2021-02-16 19:55:44,2021-04-30 12:46:12,2021-03-03 05:43:48,,2021-03-03,,,2021-02-16 23:27:28,2021-03-03 05:43:54,2021-03-03 05:43:54,,Lost,Just wanted Brochure,entire company,9962,2,2,0,0,,,
Palm Springs,California,Riverside County,United States,92264,,Salesperson 5,Salesperson 5,7500,USD,750,USD,10,,Sales,,Discussion,2021-02-16 19:39:16,2021-04-30 12:46:12,2021-02-16 19:54:37,,2021-04-14,,,2021-02-16 19:57:06,2021-04-15 16:55:56,2021-04-15 16:55:56,,Lost,Unresponsive,entire company,9961,3,3,0,2,,,
Columbus,Ohio,Franklin County,United States,43215,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-16 17:14:30,2021-04-30 12:46:11,2021-02-17 02:05:10,2021-06-01,2021-03-16,,,2021-02-17 02:07:38,,,,Open,,entire company,9959,3,3,0,2,,,
Greensboro,North Carolina,Guilford County,United States,27409,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Discussion,2021-02-16 13:50:40,2021-05-11 04:27:59,2021-02-17 01:56:50,,2021-05-11,,,2021-05-11 04:27:28,2021-05-11 04:27:43,2021-05-11 04:27:43,,Lost,Unresponsive,entire company,9958,5,4,1,1,,,
Chula Vista,California,San Diego County,United States,91910,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-16 12:28:19,2021-05-18 00:04:59,2021-02-17 01:22:17,2021-06-23,2021-05-18,,,2021-02-17 01:20:07,,,,Open,,entire company,9957,4,3,1,2,,,
Saint Paul,Minnesota,Ramsey County,United States,55116,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-16 11:49:51,2021-05-25 03:05:26,2021-02-17 03:48:43,,2021-05-25,,,2021-02-17 03:48:28,2021-05-25 03:05:26,2021-05-25 03:05:26,,Lost,Unresponsive,entire company,9956,2,1,1,1,,,
Bellevue,Washington,King County,United States,98005,,Salesperson 5,Salesperson 5,10000,USD,3000,USD,30,,Sales,,Discussion,2021-02-16 10:49:56,2021-04-30 12:46:11,2021-02-16 22:36:14,2021-06-30,2021-03-31,,,2021-02-16 22:35:59,,,,Open,,entire company,9955,3,3,0,3,,,
HUNTINGTN STA,New York,Suffolk County,United States,11746,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-16 07:59:26,2021-03-25 05:14:47,,,,2021-02-16 08:00:11,,2021-03-25 05:14:30,,2021-02-16 08:00:11,,Won,,entire company,9954,3,1,2,1,,,
Jacksonville,Florida,Duval County,United States,32246,,Salesperson 3,Salesperson 3,2805.25,USD,2805.25,USD,,,Sales,,Quote,2021-02-16 07:51:41,2021-04-30 12:46:10,2021-02-17 03:26:58,2021-05-28,2021-04-14,,,2021-02-17 03:45:03,,,,Open,,entire company,9953,6,5,1,27,,,
Pine Hills,Florida,Orange County,United States,32808,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Discussion,2021-02-16 07:44:51,2021-04-30 12:46:10,2021-02-17 01:45:37,2021-06-09,2021-03-16,,,2021-02-17 01:45:03,,,,Open,,entire company,9952,4,4,0,3,,,
Piedmont,California,Alameda County,United States,94611,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-16 07:43:12,2021-05-16 10:59:56,2021-02-17 01:40:35,2021-07-07,2021-05-17,,,2021-05-16 10:59:28,,,,Open,,entire company,9951,3,1,2,1,,,
Frankfort,New York,Herkimer County,United States,13340,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-16 07:21:04,2021-04-30 12:46:10,2021-02-16 20:35:05,,2021-02-18,,,2021-02-16 20:36:41,2021-04-27 22:44:06,2021-04-27 22:44:06,,Lost,Unresponsive,entire company,9950,5,5,0,2,,,
Frankford,New Jersey,Sussex County,United States,07822,,Salesperson 1,Salesperson 1,15000,USD,0,USD,0,,Sales,,Hot Pipeline,2021-02-16 07:20:10,2021-05-25 07:14:11,2021-05-25 07:12:53,2021-06-24,2021-05-19,,,2021-05-25 07:14:00,,,,Open,,entire company,9949,6,5,1,7,,,
Saint Charles,Maryland,Charles County,United States,20603,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-16 05:36:15,2021-04-30 12:46:10,2021-02-18 03:58:41,2021-06-07,2021-03-03,,,,,,,Open,,entire company,9948,1,0,1,1,,,
Marietta,Georgia,Cobb County,United States,30060,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-16 05:04:42,2021-04-28 03:03:16,,,2021-02-18,2021-02-19 07:31:46,2021-04-28 01:25:50,2021-04-28 02:51:27,,2021-02-19 07:31:46,,Won,,entire company,9947,3,2,1,2,,,
St. Marys,Georgia,Camden County,United States,31558,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-16 04:54:00,2021-04-30 12:46:11,2021-02-16 23:31:26,2021-06-30,2021-03-03,,,2021-02-16 23:31:10,,,,Open,,entire company,9946,4,4,0,8,,,
Hickory,North Carolina,Catawba County,United States,28602,,Salesperson 3,Salesperson 3,14623.55,USD,0,USD,0,,Sales,,Hot Pipeline,2021-02-16 00:00:00,2021-05-14 05:50:17,2021-02-17 01:52:20,2021-05-05,2021-03-16,,,2021-02-17 01:51:46,,,,Open,,entire company,9945,12,11,1,9,,,
Tabernacle,New Jersey,Burlington County,United States,08088,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Discussion,2021-02-15 23:30:06,2021-05-25 08:15:39,2021-02-16 23:50:28,2021-06-08,2021-05-11,,2021-04-16 03:04:40,2021-04-16 03:53:54,,,,Open,,entire company,9944,3,3,0,4,,,
Santa Clarita,California,Los Angeles County,United States,91386,,Salesperson 4,Salesperson 4,7500,USD,3750,USD,50,,Sales,,Quote,2021-02-15 22:57:27,2021-04-30 12:46:10,2021-02-15 23:07:12,2021-06-29,2021-03-30,,,2021-02-15 23:07:00,,,,Open,,entire company,9943,4,3,1,1,,,
Winter Park,Florida,Seminole County,United States,32792,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Discussion,2021-02-15 21:30:06,2021-05-14 05:30:39,2021-02-16 02:47:06,2021-06-08,2021-03-16,,,2021-02-16 02:51:09,,,,Open,,entire company,9942,5,5,0,3,,,
Bonita,California,San Diego County,United States,91902,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-15 21:29:05,2021-05-14 05:54:07,2021-02-16 02:32:20,2021-05-17,2021-03-04,,,,,,,Open,,entire company,9941,3,1,2,1,,,
North Plainfield,New Jersey,Somerset County,United States,07063,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2021-02-15 20:51:59,2021-04-30 12:46:11,2021-03-03 05:39:14,2021-11-03,2021-03-03,,,2021-02-16 23:34:10,,,,Open,,entire company,9940,4,4,0,2,,,
Lisbon,Connecticut,New London County,United States,06351,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-15 18:55:46,2021-05-16 22:31:34,2021-02-15 19:42:04,,2021-05-13,,,2021-02-15 19:44:20,2021-05-16 22:31:34,2021-05-16 22:31:34,,Lost,Unresponsive,entire company,9939,3,2,1,2,,,
West Springfield,Massachusetts,Hampden County,United States,01089,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-15 17:14:32,2021-05-24 06:20:39,2021-02-16 01:07:22,,2021-05-24,,,2021-02-16 01:06:55,2021-05-24 06:20:39,2021-05-24 06:20:39,,Lost,Unresponsive,entire company,9938,3,3,0,3,,,
LEHIGHTN BOR0,Pennsylvania,Carbon County,United States,18235,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-15 16:34:18,2021-05-05 02:27:22,2021-02-15 05:55:34,2021-05-14,2021-02-15,,,2021-02-15 04:00:32,,,,Open,,entire company,9937,3,1,2,1,,,
Sarasota,Florida,Sarasota County,United States,34239,,Salesperson 4,Salesperson 4,15000,USD,600,USD,,,Sales,,Discussion,2021-02-15 15:43:43,2021-04-29 05:00:54,2021-02-16 01:50:58,2021-07-13,2021-04-29,,,,,,,Open,,entire company,9936,4,3,1,3,,,
Colchester,Connecticut,New London County,United States,06415,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-15 13:06:49,2021-05-14 05:50:17,2021-02-16 01:43:55,2021-05-05,2021-03-16,,,2021-02-16 01:45:40,,,,Open,,entire company,9934,4,2,2,1,,,
Fort Myers,Florida,Lee County,United States,33919,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-15 12:00:03,2021-05-20 06:43:57,2021-02-16 04:03:34,2021-05-24,2021-03-02,,,,,,,Open,,entire company,9929,3,1,2,1,,,
Lake Oswego,Oregon,Clackamas County,United States,97034,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-15 11:14:03,2021-04-30 12:46:10,2021-02-15 23:25:00,,2021-03-02,,,2021-02-15 23:24:44,2021-03-02 04:47:18,2021-03-02 04:47:18,,Lost,Unresponsive,entire company,9928,3,1,2,1,,,
Trenton,New Jersey,Mercer County,United States,08691,,Salesperson 1,Salesperson 1,5665.9,USD,5665.9,USD,80,,Sales,,Quote,2021-02-15 10:51:43,2021-04-30 12:46:11,2021-03-02 05:55:00,,2021-03-02,,,,2021-03-02 05:55:05,2021-03-02 05:55:05,,Lost,Unresponsive,entire company,9927,11,5,6,13,,,
Davie,Florida,Broward County,United States,33328,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-15 10:42:31,2021-04-30 12:46:10,2021-02-15 23:16:43,2021-06-29,2021-03-30,,,2021-02-15 23:16:29,,,,Open,,entire company,9926,3,1,2,1,,,
Westport,Connecticut,Fairfield County,United States,06838,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-15 10:15:59,2021-04-30 12:46:10,2021-02-16 02:23:11,2021-05-31,2021-03-16,,,2021-02-16 02:24:20,,,,Open,,entire company,9925,3,3,0,2,,,
Marietta,Georgia,Cobb County,United States,30064,,Salesperson 4,Salesperson 4,4795,USD,1198.75,USD,25,,Sales,,Discussion,2021-02-15 09:56:06,2021-04-30 12:46:11,2021-02-17 23:28:04,,,,,,,,,Open,,entire company,9924,8,7,1,8,,,
Seymour,Connecticut,New Haven County,United States,06483,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-15 09:35:22,2021-03-31 05:56:38,2021-03-16 02:35:47,,2021-03-01,,2021-03-16 02:32:10,2021-03-08 02:05:10,2021-03-31 05:56:37,2021-03-31 05:56:37,,Lost,Unresponsive,entire company,9923,3,1,2,1,,,
Atlantic Beach,Florida,Duval County,United States,32233,,Salesperson 6,Salesperson 6,7500,USD,75,USD,,,Sales,,Enquiry,2021-02-15 09:26:59,2021-04-30 12:46:11,2021-02-16 02:18:21,2021-06-09,2021-02-16,,,2021-02-16 02:18:04,,,,Open,,entire company,9922,4,3,1,2,,,
Miami,Florida,Miami-Dade County,United States,33140,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-15 09:10:10,2021-04-30 12:46:11,2021-02-16 02:12:08,2021-06-09,2021-03-16,,,2021-02-16 02:14:12,,,,Open,,entire company,9921,3,2,1,1,,,
Pilesgrove,New Jersey,Salem County,United States,08098,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-15 08:44:01,2021-04-30 12:46:11,2021-02-16 02:09:28,2021-06-02,2021-03-16,,,2021-02-16 02:08:43,,,,Open,,entire company,9920,2,1,1,1,,,
Englewood Cliffs,New Jersey,Bergen County,United States,07632,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-15 08:38:35,2021-04-30 12:46:11,2021-02-15 19:54:11,,2021-03-11,,,2021-02-15 19:57:09,2021-03-10 22:13:02,2021-03-10 22:13:02,,Lost,Unresponsive,entire company,9919,1,1,0,0,,,
Boston,Massachusetts,Suffolk County,United States,02128,,Salesperson 3,Salesperson 3,7271.8,USD,7271.8,USD,50,,Sales,,Quote,2021-02-15 07:55:19,2021-04-30 12:46:10,2021-03-02 22:31:11,2021-05-25,2021-04-27,,,2021-02-15 23:09:47,,,,Open,,entire company,9918,15,9,6,27,,,
Benicia,California,Solano County,United States,94510,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-15 07:28:43,2021-04-30 12:46:11,2021-02-16 01:54:58,2021-06-02,2021-03-16,,,2021-02-16 02:01:18,,,,Open,,entire company,9917,3,3,0,1,,,
East Meredith,New York,Delaware County,United States,13757,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-15 07:13:18,2021-04-30 12:46:11,2021-02-16 01:52:59,,2021-02-16,,,,2021-02-16 01:53:48,2021-02-16 01:53:48,,Lost,Unresponsive,entire company,9915,2,1,1,1,,,
Neptune City,New Jersey,Monmouth County,United States,07754,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-15 07:07:36,2021-04-30 12:46:11,2021-02-15 23:01:52,2021-06-29,2021-03-30,,,2021-02-15 23:01:36,,,,Open,,entire company,9914,2,1,1,1,,,
Coronado,California,San Diego County,United States,92178,,Salesperson 5,Salesperson 5,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-15 07:06:43,2021-05-17 07:35:34,2021-02-16 01:31:18,,2021-05-17,,,2021-02-16 01:21:21,2021-05-17 07:35:34,2021-05-17 07:35:34,,Lost,Unresponsive,entire company,9913,2,2,0,3,,,
Fort Walton Beach,Florida,Okaloosa County,United States,32548,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-15 07:02:26,2021-04-30 12:46:10,2021-02-15 20:15:55,,2021-04-22,,,2021-02-15 20:20:26,2021-04-27 06:06:33,2021-04-27 06:06:33,,Lost,Wasn't serious,entire company,9912,1,1,0,0,,,
North Arlington,New Jersey,Bergen County,United States,07031,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-15 06:44:45,2021-04-30 12:46:11,2021-02-15 20:25:50,,2021-03-09,,,2021-02-15 20:25:06,2021-04-29 15:06:32,2021-04-29 15:06:32,,Lost,Unresponsive,entire company,9911,2,1,1,1,,,
Cornwall,Connecticut,Litchfield County,United States,06754,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-15 05:35:49,2021-04-30 12:46:10,2021-03-02 23:50:24,2021-06-02,2021-03-02,,,2021-02-15 22:56:22,,,,Open,,entire company,9910,2,2,0,2,,,
San Diego,California,San Diego County,United States,92103,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-15 05:11:48,2021-04-30 12:46:11,2021-02-15 05:23:05,2021-05-20,2021-03-16,,,2021-02-15 05:25:49,,,,Open,,entire company,9909,3,2,1,1,,,
Vero Beach,Florida,Indian River County,United States,32964,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-15 03:18:03,2021-04-30 12:46:10,2021-02-15 03:29:03,,2021-02-23,,2021-02-15 03:31:32,2021-02-15 03:31:25,2021-03-19 04:19:36,2021-03-19 04:19:36,,Lost,Unresponsive,entire company,9908,2,2,0,2,,,
Atlanta,Georgia,Fulton County,United States,30328,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-15 00:00:00,2021-03-17 22:36:01,2021-02-16 03:02:46,,2021-02-16,2021-03-01 05:35:53,2021-02-18 11:29:44,,,2021-03-01 05:35:53,,Won,,entire company,9907,2,1,1,1,,,
Ave Maria,Florida,Collier County,United States,34142,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-14 22:48:57,2021-04-30 12:46:11,2021-02-14 23:39:50,,2021-02-26,,,2021-02-14 23:42:01,2021-03-19 04:18:01,2021-03-19 04:18:01,,Lost,Unresponsive,entire company,9906,1,1,0,1,,,
Davie,Florida,Broward County,United States,33325,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-14 22:30:17,2021-05-04 05:34:23,2021-02-15 22:54:04,2021-05-11,2021-04-27,,,2021-04-27 02:56:20,,,,Open,,entire company,9905,4,4,0,4,,,
Orlando,Florida,Orange County,United States,32819,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Discussion,2021-02-14 21:50:11,2021-05-16 09:10:39,2021-02-15 05:20:45,,2021-02-15,,,,2021-05-16 09:10:38,2021-05-16 09:10:38,,Lost,Unresponsive,entire company,9904,2,1,1,1,,,
Phenix City,Alabama,Russell County,United States,36867,,Salesperson 5,Salesperson 5,7500,USD,75,USD,,,Sales,,Enquiry,2021-02-14 20:11:11,2021-04-30 12:46:10,2021-02-15 22:48:15,2021-06-29,2021-03-30,,,2021-02-15 22:47:58,,,,Open,,entire company,9903,4,3,1,3,,,
Mount Bethel,Pennsylvania,Northampton County,United States,18343,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-14 20:07:02,2021-04-30 12:46:11,2021-02-15 02:43:08,2021-09-09,2021-02-26,,,,,,,Open,,entire company,9901,4,4,0,4,,,
Mechanicsville,Maryland,St. Mary's County,United States,20659,,Salesperson 5,Salesperson 5,7195,USD,2158.5,USD,30,,Sales,,Discussion,2021-02-14 19:16:43,2021-04-27 04:20:51,2021-02-15 22:43:53,2021-06-29,2021-03-30,,,2021-02-15 22:43:37,,,,Open,,entire company,9900,2,2,0,2,,,
Davie,Florida,Broward County,United States,33326,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-14 17:30:09,2021-04-30 12:46:11,2021-02-14 19:42:13,,2021-02-23,,,2021-02-22 22:22:33,2021-03-10 22:12:34,2021-03-10 22:12:34,,Lost,Unresponsive,entire company,9899,2,2,0,1,,,
Leesburg,Florida,Lake County,United States,34748,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-14 13:46:46,2021-05-14 05:54:07,2021-02-15 00:59:24,2021-05-17,2021-03-04,,,2021-02-15 01:01:47,,,,Open,,entire company,9898,3,1,2,1,,,
Travelers Rest,South Carolina,Greenville County,United States,29690,,Salesperson 3,Salesperson 3,7500,USD,75,USD,,,Sales,,Enquiry,2021-02-14 12:12:51,2021-04-30 12:46:10,2021-04-18 23:20:53,,2021-04-30,2021-04-30 03:36:05,2021-04-30 06:31:44,2021-04-30 03:42:44,,2021-04-30 03:36:05,,Won,,entire company,9897,5,5,0,4,,,
St. Augustine,Florida,St. Johns County,United States,32092,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Discussion,2021-02-14 11:38:24,2021-05-17 03:13:24,2021-02-15 02:53:07,,2021-05-10,,,2021-03-08 04:50:18,2021-05-10 01:27:10,2021-05-10 01:27:10,,Lost,Just wanted Brochure,entire company,9896,1,1,0,0,,,
Thousand Oaks,California,Ventura County,United States,91362,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Discussion,2021-02-14 11:31:44,2021-04-29 05:11:58,2021-02-14 22:31:34,,2021-04-29,,,2021-04-29 05:11:29,2021-04-29 05:11:47,2021-04-29 05:11:47,,Lost,Unresponsive,entire company,9895,2,1,1,2,,,
Fairfax,Virginia,Fairfax County,United States,22031,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Quote,2021-02-14 10:14:09,2021-04-30 12:46:10,2021-02-15 22:46:08,2021-06-29,2021-03-30,,,2021-03-09 06:56:31,,,,Open,,entire company,9894,9,8,1,14,,,
Boise,Idaho,Ada County,United States,83702,,Salesperson 1,Salesperson 1,25000,USD,25000,USD,100,,Sales,,Quote,2021-02-14 10:05:28,2021-05-06 03:10:32,2021-02-15 03:03:45,2021-06-24,2021-05-06,,,,,,,Open,,entire company,9893,13,13,0,24,,,
Miami,Florida,Miami-Dade County,United States,33174,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-14 09:34:52,2021-04-30 12:46:10,2021-02-15 05:06:28,2021-06-16,2021-02-15,,,,,,,Open,,entire company,9892,4,3,1,3,,,
Paterson,New Jersey,Passaic County,United States,07505,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-14 07:52:55,2021-05-04 06:30:54,2021-02-16 04:04:16,2021-06-01,2021-05-04,,,,,,,Open,,entire company,9891,2,2,0,1,,,
PT PLEAS BCH,New Jersey,Ocean County,United States,08742,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-14 07:42:49,2021-05-18 02:45:37,2021-02-15 03:25:54,,2021-05-03,,,2021-02-15 03:24:44,2021-05-18 02:45:37,2021-05-18 02:45:37,,Lost,Unresponsive,entire company,9890,2,2,0,1,,,
Otisville,New York,Orange County,United States,10963,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Discussion,2021-02-14 07:00:32,2021-05-18 00:06:31,2021-02-15 02:21:22,2021-06-22,2021-05-18,,,,,,,Open,,entire company,9889,2,2,0,5,,,
Swan Lake,New York,Sullivan County,United States,12783,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-14 06:59:02,2021-05-18 06:20:48,2021-02-13 23:48:16,,2021-05-17,,,2021-02-13 23:52:01,2021-05-18 06:20:48,2021-05-18 06:20:48,,Lost,Unresponsive,entire company,9888,2,2,0,1,,,
Cleveland,Ohio,Cuyahoga County,United States,44107,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Discussion,2021-02-14 06:33:28,2021-05-14 06:57:13,2021-03-03 00:00:23,2021-07-16,2021-04-16,,2021-02-15 23:09:29,2021-02-15 23:27:30,,,,Open,,entire company,9886,3,2,1,2,,,
Goffstown,New Hampshire,Hillsborough County,United States,03045,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-14 06:13:18,2021-04-30 12:46:11,2021-02-15 01:08:38,2021-05-28,2021-04-13,,,,,,,Open,,entire company,9885,2,2,0,2,,,
